"","Genes","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"361","205910_s_at",4.268890429,4.915733961,3.921826198,3.870062388,3.49794453,4.279273795,4.807436755,6.60819338,4.389141359,10.05126178,3.409478224,4.038508952,4.481745072,3.736220813,3.929658048,7.949465303,2.994431451,6.379242538,3.771414183,5.917771195,3.423910201,9.568597203,3.675336272,3.112657311,3.140957524,3.902198846,4.513455997,4.402058379,7.102460261,4.233915146,4.057326299,5.312743113,4.238501885,5.245225782,4.913650358
"362","205916_at",3.38904497,4.177578022,3.550926726,5.092317871,3.698529804,3.457654211,3.288662801,3.702356647,3.533879944,3.312835342,3.224949474,3.251998635,3.388389724,4.114912699,4.042172635,3.669941697,3.09086378,3.429814653,3.293653978,3.323074818,3.41386987,5.957810345,3.90493136,3.674698866,3.671362623,3.488042607,3.069468899,3.626651689,6.101194589,3.126049426,6.604160169,4.199861504,3.48580974,3.901408771,3.427869222
"363","205927_s_at",5.831846953,9.701859765,7.055729499,4.601562179,5.592660725,6.218271467,5.936110367,5.164143034,7.494735307,4.827014185,6.803149224,10.67447737,5.052396797,11.37197757,7.44882998,5.727808716,7.561605579,7.275102283,9.3468705,3.511795222,7.663173379,9.423203077,7.088631993,5.073640615,5.286828242,9.455356342,6.357683489,10.08132582,9.563106796,8.721043828,6.160009177,6.313485181,9.504650385,10.03357357,5.639712262
"364","205941_s_at",6.0050483,6.029910228,5.655947862,8.397384528,9.279249003,4.968501267,9.764978692,9.895085893,4.840776737,7.896915399,9.162230323,8.562759163,5.707963253,10.51831697,5.947950174,4.858573225,5.01150733,4.357433297,5.414579492,8.605496336,7.709558057,5.149605609,4.624048735,10.98071638,4.834560425,12.64804818,5.162421531,5.660795043,5.036951249,8.592998467,4.28671575,6.859281209,5.610167225,6.342306542,7.545206982
"365","205942_s_at",4.839206099,5.217852989,5.497802786,4.761103776,4.556846447,5.126518448,4.195761964,4.724897794,6.120476287,4.773440154,4.242338515,4.526491984,4.606997382,3.473266738,4.034298674,5.580772031,5.986600648,3.233377567,6.65729387,3.232411241,3.774619279,6.636135816,5.997407516,4.59385765,4.882640933,3.192924605,7.013946403,6.916992434,6.483332711,5.886341818,6.99495045,3.833069101,6.177817648,7.294856306,4.000900125
"366","205943_at",6.458547467,5.094374551,4.29201348,10.34512779,6.674275167,7.00227022,6.075931065,5.300700887,4.250307614,7.726202488,8.947086636,8.128980479,5.588935033,7.641990713,6.466887657,4.074972641,7.225206758,5.581261987,5.152623413,6.269780793,6.860176905,5.686065241,3.196226844,6.764235113,4.423460507,5.257759836,3.285258059,8.965910903,8.711746259,5.668594813,4.743164855,3.870699042,5.520675829,6.557444077,7.816803902
"367","205950_s_at",5.018096553,6.472718938,6.040532135,5.434433945,5.678751354,6.029231798,5.72102986,5.518226328,12.10747311,5.75251147,6.363780619,6.019252568,6.039910737,5.700206005,7.864498505,5.765963959,6.251501534,5.620869098,5.697057827,5.654976407,5.475829511,9.043116604,5.631366976,5.549975568,9.745019376,5.613396144,5.52090222,10.90805333,5.188441494,8.821189455,8.41428126,7.813675063,6.931095676,5.585388735,5.648695403
"368","205959_at",3.932109084,4.155020057,4.111542754,6.304865819,3.822583333,3.918501835,6.32397707,4.867696748,3.791940795,3.861170406,5.792058326,4.283417517,3.907296417,5.301588691,3.8859412,3.745034044,3.705396113,4.171609109,3.690658231,3.847963656,4.700814987,4.066432879,4.069247738,4.042983249,3.674748236,6.871041154,3.735237338,4.014403774,3.577547029,3.956992299,3.928133267,4.166531718,3.995095597,4.112517286,3.932434114
"369","205979_at",3.410790035,3.646919962,6.321867705,4.196720455,3.379291455,4.118908133,3.903780965,3.491157222,5.696068561,3.703224813,6.687505089,3.972185815,3.782914766,3.438773738,3.229658856,4.138606091,5.849645557,4.351001802,6.074913991,2.476028375,3.598819758,6.714647457,5.274131341,2.259333703,3.692032549,2.638802648,4.495428045,4.625007525,6.165663319,5.628827218,6.000132467,5.273022935,6.698510549,4.643456423,3.371271181
"370","205983_at",6.031077246,9.584046346,6.100540261,5.348072733,8.481357687,7.093902928,6.682015765,7.941064057,8.666176607,7.558331016,5.294465047,5.598255729,9.919348706,5.33045169,9.424938082,8.063420643,5.588553488,9.20451865,6.620097712,6.947995071,6.838163461,8.462379541,8.195316632,5.004697429,8.410125542,4.547730035,8.654172488,5.571642976,7.454023019,9.162179346,8.420207257,7.824602715,8.956802814,6.237717093,7.732154774
"371","205991_s_at",7.499665893,5.215327807,4.901316582,8.140860552,7.862396226,5.360022637,8.366747542,6.815262727,4.464558937,7.136161555,7.360756986,6.874133812,4.855063913,6.268833096,5.175694114,3.917703466,6.704563192,5.077233118,4.344213732,6.256543844,6.954171207,5.151220511,6.445141296,7.667498375,4.05137379,9.763327042,4.677950988,4.752939057,5.434780718,5.678240293,4.352862577,4.671803605,4.26167053,5.426281224,5.995235977
"372","206000_at",5.428186358,8.247758349,8.467790834,5.82655178,7.488504153,8.867615778,6.524085309,7.515260431,10.22545394,7.916092202,4.930252947,5.694975249,7.822443095,3.834363219,8.641403315,6.963051165,8.997798035,7.723342271,9.529872425,7.712363967,7.383338814,9.217059095,9.679938811,5.538092542,8.802550885,2.889547027,8.681312216,10.3698367,8.219973569,8.067054484,9.232663276,7.783637336,8.756198285,9.794434396,7.974405479
"373","206023_at",6.078855176,7.846594561,6.535460606,6.280480746,5.69471827,6.432667903,4.835416609,5.783551949,5.545771902,5.536367086,6.137347029,4.866909245,3.233725778,8.420076525,6.447785684,6.870154639,7.226829399,7.09538537,5.679033579,6.04286681,7.967406792,4.728675306,5.923580079,7.525707339,8.934376654,8.702436616,5.361290466,8.223469874,7.759229372,6.956442092,6.371849223,9.260818688,6.648664664,6.722414419,6.160439095
"374","206025_s_at",5.681917278,4.939264203,5.252309858,9.957465151,7.097676029,5.871020398,7.966217823,7.210751924,4.637373308,8.579158048,9.174706361,8.595169535,5.106936512,9.171494579,7.004965438,4.416332116,4.399976036,6.43823402,4.435558616,7.10429782,8.113901652,6.822486547,4.04528399,8.548369282,5.3457523,9.375929441,4.839494115,5.167192288,4.524727858,5.658221457,4.790176072,5.982908652,4.995384627,5.853231769,7.296750832
"375","206026_s_at",5.317828031,4.556796836,4.348080907,9.22753349,6.630501267,5.321284722,7.825430558,6.779199096,3.375593705,8.131595295,8.688994643,8.301645583,4.44739522,8.674671207,6.356921635,3.934256894,3.8394904,6.611692171,3.82436989,6.811275135,7.511346658,6.587694827,3.609107089,8.315132894,4.136000952,8.82594847,3.980084638,4.656620571,3.722964447,5.191858355,3.632895207,4.832382617,4.465597597,5.961203077,7.112142471
"376","206032_at",7.56668418,5.197364601,7.210211415,3.492079807,4.204483563,3.514335901,3.531491239,3.19145511,3.274269421,3.198672416,4.577574571,4.990854386,2.879444995,3.634829435,3.566815892,4.614445259,6.07926916,7.033725416,3.358444731,4.320883701,3.66449559,3.367968976,7.541981306,3.604167832,3.455741799,7.358715887,3.257538588,2.859661583,6.10355006,7.270388542,3.57359927,3.636166942,3.932275414,3.722914431,3.239448174
"377","206033_s_at",7.186673441,5.339813443,6.684980837,3.465982602,3.633753752,3.240953129,3.724185219,3.593036128,3.390544298,3.118947409,4.494310666,4.030150276,3.351182447,3.342913522,3.394816141,4.136759137,5.111795955,6.31726268,3.134847791,3.654567576,3.72002959,3.180443422,7.612206255,3.662052926,3.397932567,6.982557486,3.021932614,3.139822216,6.326526467,7.0504804,3.513211733,3.622960647,3.921843486,3.180197431,3.110325804
"378","206067_s_at",3.310770492,5.302604821,3.656995928,3.630906363,5.112848109,3.087415204,6.53025644,5.105526465,4.948975022,4.985867015,5.017217696,5.701818909,4.005365733,3.957965076,4.074357779,5.28106574,2.902274269,3.772953187,3.241364367,5.919889069,3.869987256,3.015873615,3.11471782,4.858284333,3.860678988,5.262773234,6.714007071,3.147795795,5.130986551,2.95330653,3.003822686,3.617645841,4.563712664,4.956726341,4.026488702
"379","206070_s_at",3.681757923,3.690283413,3.221658028,4.091722789,6.370582,3.437378813,6.289595573,3.616034832,3.097220785,6.134493293,4.341922929,3.645379673,3.083219603,4.508658318,3.212435281,3.410489966,3.906700333,3.294055355,3.151803203,6.181621877,3.438842107,3.83603463,3.383416297,7.102924545,3.353913053,5.387310401,3.332072258,3.79154077,3.44213772,3.772761478,3.438613571,3.623778925,4.037277859,4.010376981,4.582240127
"380","206084_at",5.278713196,4.717955709,4.386063749,3.301275193,3.65388389,3.403012112,6.261643359,4.928465339,3.870449411,5.928434407,4.450411651,6.672628663,6.193062025,8.255665281,4.312627954,5.671072831,5.238452755,4.968281241,3.632764291,5.51197105,4.430584062,5.156935803,2.963496388,4.815004819,3.069960781,3.093749578,4.645820036,5.71654568,5.847663557,5.674934675,3.506377581,3.777455794,3.613671461,5.608188135,4.57101974
"381","206101_at",5.360906772,4.627045664,4.125569909,6.110292948,7.33708368,4.355689198,8.505620912,6.252724225,3.629437633,6.551640955,7.43578707,6.325159045,4.566054711,7.164611186,5.113174638,4.02156883,4.157008714,4.642865571,4.323947337,7.06299054,5.710560099,4.987346117,4.116408516,7.672661544,4.17632671,9.45138031,4.058827385,5.02983833,4.602691236,4.489303722,3.515571669,5.204690597,4.605895392,4.789820417,6.486274318
"382","206104_at",6.315005409,3.887432087,5.038901094,3.696066061,4.014509239,4.224827421,3.53354291,3.805403069,4.308984554,4.651695464,3.21404564,4.283843688,5.141689317,5.576072674,3.231118536,4.739514073,5.817119425,3.164211137,4.676909999,3.473903289,2.900078544,3.284597966,6.003335333,2.834319749,3.501257782,5.883619195,3.91322477,5.091785005,5.739291286,6.009285506,3.911969478,5.412287107,4.500826698,3.049939132,4.081110196
"383","206115_at",6.295151592,5.663424531,5.16780493,7.097838135,5.875773483,8.25648452,6.854069715,6.125195235,4.491295007,8.185238082,7.822577588,6.830812773,5.190847448,9.471727785,7.939261748,6.28671443,7.011960028,5.275064314,6.852173405,7.688469418,5.643155969,5.700111682,5.81459075,7.40280817,6.117497092,9.30807956,5.176073733,5.332162746,4.881053704,6.257123535,5.576527074,5.013550392,5.937623605,7.07151617,7.093089882
"384","206125_s_at",4.622997825,6.260267174,5.227489009,6.256068661,5.647207724,4.266470996,6.164717787,5.72367186,4.831216641,6.339791381,4.99637476,5.905205955,5.140906006,9.09930726,5.302212914,6.542050267,5.508389071,5.208410676,4.814159118,4.29740078,4.564809454,7.091254606,4.744213683,7.20849461,7.027233524,7.664454027,5.928079792,4.667489664,5.248064192,5.150743177,5.289831898,6.346212836,4.595562974,6.707481692,4.889518629
"385","206143_at",2.808922941,7.841603574,4.880387915,5.999333154,4.087413896,10.33480586,5.895449826,3.679054572,10.97003516,5.56244245,4.057732002,3.580939595,6.948137112,2.29644582,10.78551756,3.99661494,7.359576024,4.428517177,7.315771551,6.631896377,6.885003677,9.906847642,5.361656398,7.997748464,10.9955262,1.695156385,5.463983141,11.50396462,5.741017008,9.947104509,9.06812223,7.365403076,7.855920829,5.273505496,4.35756624
"386","206149_at",4.489059621,6.552017739,7.000477706,5.442193637,5.190699185,7.791046506,5.320909452,6.44622534,8.190968057,5.021926923,5.093374871,5.406293963,8.214238352,4.905891958,7.874186305,8.736818551,8.329790108,4.403922383,7.287928806,6.664145507,5.954893261,6.590457094,5.221742189,7.487024052,7.437025907,4.200070679,6.288645324,8.743765652,5.39280671,7.81256025,6.87584742,7.220154272,5.862908857,7.100756978,4.984852616
"387","206153_at",2.554938657,4.743673719,3.437316835,3.480689295,3.680456283,3.228164854,3.605182615,3.380358418,3.584935012,3.549209104,2.709373587,4.16407698,5.060030674,4.580106987,3.1866284,4.307364481,3.298633465,3.316498852,4.241437149,2.460831325,2.575362594,4.574403869,3.785164705,3.27149184,3.578283511,2.370142187,3.384153373,4.403717392,4.1092692,4.422015934,4.843940971,4.064779964,4.381686305,3.953078327,3.476394298
"388","206157_at",3.651491147,3.227578651,3.021279308,6.360755524,3.298004028,3.216975055,3.039931302,3.206554136,2.828105144,6.165949956,3.438675717,4.89987593,4.009629924,3.923165113,3.497015548,3.391264781,2.715447803,2.828745014,2.859922386,4.025727698,3.183990146,4.020263163,5.073023418,3.9369399,2.260109946,4.754522282,2.747126784,2.63017007,3.614887478,3.106390216,3.189263485,3.606441339,3.282311642,3.364639327,3.658132034
"389","206167_s_at",6.652210186,4.472773162,5.630843229,5.28260088,5.922154792,4.546613919,5.750125584,4.761111506,5.132094884,7.132303805,5.352599556,5.54251192,3.841345538,7.120625264,7.202522919,4.515620806,4.389849457,6.534087102,4.241194953,6.508125041,7.88522147,4.191045089,5.053796859,6.878088753,5.234871907,5.294960503,4.527593582,4.65241259,6.066536649,5.073452506,6.883517156,6.151536145,4.166547392,4.140653453,5.505742304
"390","206172_at",4.662152246,4.203496776,3.931616394,4.519447862,3.020168939,3.975993591,3.377844898,3.007870717,5.564802029,4.151177908,5.251221076,3.431538595,3.667294629,4.823756348,6.92174339,4.108255677,3.367680576,7.374794486,3.752956592,3.733375559,3.47787125,5.550534979,3.259694681,4.070787543,3.757606673,3.302575253,4.367878194,3.155763213,3.500485868,3.539078709,4.727458491,3.815794647,3.474211631,3.87351898,3.496686694
"391","206198_s_at",2.635049935,7.899193323,4.273567251,7.053242994,3.77480283,9.980665909,4.805741169,3.408438348,10.89856793,3.516825172,3.604221873,3.836591868,4.852010904,3.17346861,8.0048766,6.95946928,7.004399399,3.871273349,5.893458454,4.529621479,5.320562417,8.95499057,6.351900486,5.246042818,8.336144359,2.122378571,5.691615513,11.33530263,5.32692191,7.693504641,9.000942299,6.56510839,7.279002362,7.605803342,5.324010406
"392","206199_at",4.341751853,9.907420898,7.846554301,9.309492905,5.272536656,11.8765221,7.414739409,4.697103268,12.3036238,5.211267144,6.271502141,6.401863632,8.138272186,4.544553916,12.12606735,9.440110801,9.357183905,5.968196753,8.323362599,7.816575197,7.391998684,10.93415269,8.711754449,8.109011255,10.85018148,2.73974803,7.978955618,12.80705474,7.436531753,10.06120918,11.28751797,9.313367013,9.646715988,9.870058868,7.982211798
"393","206201_s_at",5.507723447,2.805208431,2.621521245,2.819996626,5.990790586,2.54645733,5.928456551,3.946907728,2.370265684,6.203623292,2.997437659,3.535756655,2.82060355,3.608088945,2.669537841,2.520410954,3.208946485,2.712528482,2.565901104,5.764499094,2.842107784,2.487348277,4.927683094,4.718549223,2.319943968,5.473414255,2.512259963,2.451315092,2.318350038,4.100260578,2.382945304,2.474565064,2.677840108,2.556498496,3.98424922
"394","206204_at",3.260262906,3.136831507,3.093710004,3.253506041,3.555187985,4.560422508,2.786620736,2.96028374,3.146178446,3.135826365,3.509748402,5.857721011,2.960560298,4.926094797,3.058772973,4.9927229,5.384038539,5.358467927,3.204544067,4.879490676,2.77121014,4.826091718,2.90013707,3.73322593,2.775769836,3.456116085,4.743103725,2.863358717,3.149630121,3.253908048,3.473199195,3.198603539,2.940602524,4.876323749,3.590540155
"395","206207_at",4.214506079,4.779287599,4.312392835,8.124197427,5.40863944,8.418811473,5.370472036,3.558577741,7.832369273,6.704857552,3.148316268,4.922522346,4.357344828,4.04711594,4.170120384,4.054139778,5.146749985,4.504086318,5.789316019,3.784437748,4.261013723,6.264673032,4.171984571,8.483260943,4.399640953,3.404374914,5.281723041,5.166675352,4.844309612,3.482558266,5.998969641,4.987750721,4.81925935,4.665692701,5.112328882
"396","206208_at",4.28060865,5.80162806,4.375337431,4.811409515,4.3114205,4.907496509,4.088575358,4.911451849,7.809701395,4.635354332,4.406534172,4.008837555,6.322636901,3.566239529,6.258181951,5.484650554,4.764522476,4.246055091,4.407253518,4.484110996,5.336598807,7.264860107,4.273465282,4.109783513,5.764932835,4.123871126,4.597121842,6.77239238,4.294648177,6.315095145,5.773226305,5.878008988,4.92079851,4.180348228,4.201107196
"397","206209_s_at",3.699674419,7.068709693,3.883752138,4.705212441,4.043021593,5.30941727,3.517149722,4.181032402,9.463742873,4.013274062,3.716919552,3.893452535,8.395389662,3.814986584,8.298079148,5.494849148,4.484227844,3.556540666,3.801646071,3.89323949,5.38529789,8.091677853,3.624047339,3.754266173,6.374238152,3.703392927,4.074594706,7.703470062,3.346587444,7.055564092,7.198699179,6.162488728,4.446688319,3.956231575,3.741120135
"398","206211_at",3.765428645,3.615659352,3.204902024,6.975102402,3.363646086,2.99443163,3.602762741,3.596417856,4.84228966,7.642901897,6.965802757,3.78669267,3.025327206,4.909746562,4.818346015,2.772222048,2.903334517,4.474474646,3.147644459,6.513399932,4.418140967,3.300812747,2.918985675,5.558757593,3.18190549,4.015726817,3.260468084,3.382916615,3.211822921,3.058543211,2.979086287,3.323994367,3.431247172,4.089955609,5.116189975
"399","206224_at",6.305730907,5.605365729,5.897252523,4.872603806,7.819736836,7.649309911,6.9456254,4.996671707,4.512288816,7.007223295,8.510529625,3.466755104,5.620367427,6.737976021,5.860095063,5.105199459,7.01297653,10.02168206,4.51036691,7.667095952,4.452908942,5.995984733,5.513628989,7.550215876,4.59202424,4.716068737,4.569562553,9.869970105,9.688882683,8.340435751,6.778296943,6.831564516,4.903260033,7.241337665,7.718557484
"400","206227_at",5.20284764,5.15616148,5.489815665,5.13666036,8.546896823,7.094047388,9.311818319,7.562551603,4.680794153,7.522032269,5.722859308,6.352544234,5.315314128,5.443213072,5.068436764,4.881490643,5.541505437,5.832633913,4.927517893,8.473496367,5.221766398,5.211978086,5.161917069,7.517480961,5.33525998,9.014824702,4.943969388,4.98865427,4.968438478,5.225458325,5.24394309,6.148161151,5.720460741,5.943530287,6.97149928
"401","206262_at",5.333033403,5.936154134,7.343405055,7.991968582,4.139549641,10.00700648,4.804504384,4.218259472,8.594192997,4.685248039,6.158440712,4.406190577,6.753320954,3.38028101,4.736324548,7.37378876,6.608931075,6.496455512,9.845019959,4.597088804,3.795416899,5.773063991,4.85046249,4.462428861,8.340739589,3.042821879,6.850442794,9.67258908,5.615541853,7.886607976,9.377279189,4.277619399,5.749234719,7.705952336,3.897835396
"402","206268_at",7.949658712,7.200878143,7.484897102,7.384402848,9.004900289,9.313644851,8.287166742,5.166157019,9.756276292,8.115923841,6.917306329,3.079421283,6.895599419,3.183197105,6.46935386,5.228184259,10.20737539,9.034670143,9.165998276,2.124404904,10.53495274,9.63382026,4.702430827,8.820555959,6.388937067,4.79467258,10.06270698,6.124926386,10.8707106,10.65326166,10.99374371,9.723754874,10.31707161,7.051745682,5.271120469
"403","206286_s_at",7.686954031,6.205145288,9.673068383,5.510679954,8.756067417,6.991252137,8.576473884,9.447350766,9.58916355,8.385246841,4.753497284,7.547619153,9.475640788,3.745982256,9.305415778,8.522875096,9.237282305,8.833683091,9.447772264,4.58953238,10.3695559,10.08617516,9.409209458,7.663267739,6.38452152,5.7186761,10.12179228,8.490520726,9.675145682,9.828025826,8.741560237,9.13203574,9.222168008,8.714122862,9.51315994
"404","206291_at",3.967537199,3.486113392,3.643072278,3.574912412,3.275063673,3.719494474,3.284399976,3.508503262,3.178486339,3.84848072,3.50818279,3.211685475,3.211306076,4.132807706,3.555064877,3.126935381,5.715159651,7.024642721,4.22099213,4.951101996,4.237420858,3.08718089,3.431856137,3.407864626,3.405063345,3.032208421,3.752769381,2.671252021,6.397770444,3.765619698,3.93114054,4.119655246,3.597098858,3.750442843,3.570559924
"405","206307_s_at",4.495039097,5.024848614,4.610075465,6.118461952,4.464422468,4.257296549,3.583499665,3.452274521,5.215641287,3.982585368,4.250966978,4.465748034,6.986422466,4.644821057,5.208294347,6.708484224,3.78506959,7.389688971,6.450231398,3.790740702,3.980950397,4.649254455,4.032674564,3.909328053,4.435571206,3.906662364,6.21640575,3.685596791,5.660449957,6.362475211,4.269863555,4.170630126,4.090252403,6.548268041,4.430948014
"406","206326_at",4.336716974,4.7518544,3.860115771,3.698539958,3.635653889,4.067892297,6.534087809,7.638732232,3.870903828,4.430164643,4.580455908,3.650045188,3.879649003,4.538831484,4.88667695,4.034053161,3.779474344,3.802772218,3.479147015,5.368683045,3.765799568,3.812376617,4.16584182,6.938320202,4.300925562,8.918565138,3.937678866,4.04856735,4.183195905,7.277174694,3.504959573,4.997573592,4.054921077,5.229092122,5.868470685
"407","206336_at",5.429507524,3.67021965,3.62143069,8.582070517,3.952689734,3.539877716,3.522762264,3.687250892,5.33168157,4.724443646,7.731212665,5.923960934,3.557756788,6.53194716,5.820920879,3.561285074,3.163371234,5.720393708,2.961258948,2.930265797,4.209810665,4.473483296,3.175191741,6.38220796,3.754487333,8.588193149,3.30358173,3.413016625,3.4854576,3.408605688,5.753150883,2.928382618,3.018193762,5.409859296,4.721680398
"408","206340_at",3.125972545,4.769147618,4.52762837,4.551612835,3.452075278,5.558955416,3.37540852,3.997911343,3.580494907,3.406361672,4.125353072,4.611579709,3.711453888,3.24130532,4.504543008,4.605478955,5.697547701,3.40435724,5.417345534,3.897621388,3.410660376,3.523940032,3.314472995,3.304523451,5.120769957,3.488014449,4.644027323,5.804347852,3.930347297,4.65876622,5.569530815,3.795207532,4.083668168,5.063784323,3.279463853
"409","206354_at",4.015934666,4.50950604,4.395649579,4.539302962,4.608346717,3.675630361,6.440748291,6.583852437,3.586050653,3.736862017,7.312984511,9.315804693,3.400382398,6.837520657,5.593418135,6.307314831,7.448733203,6.51857506,7.357581042,7.209625572,5.341825211,7.993051372,4.733157279,6.750503263,7.372763192,1.866572526,6.930407988,2.35363511,5.783794564,7.882675785,6.416769866,3.65805112,7.813139701,8.316130779,5.158114373
"410","206418_at",8.219525767,5.305806075,9.940490842,6.916565663,9.474034403,7.122827358,9.975293596,10.02286205,11.01564071,9.809847294,4.513103222,9.457020903,9.118378981,3.172377554,8.909770539,9.894410144,10.14932465,9.046688326,10.13114808,7.838887454,9.040094403,11.56919457,7.429120271,10.1839479,10.76496773,6.004439891,10.98605751,10.64791666,10.04419853,10.39014031,9.702527016,9.589338722,11.30450035,9.968766567,10.68067633
"411","206432_at",5.139785963,4.165997111,4.827644266,7.880513783,4.976374656,6.017037954,4.733002749,4.226874618,4.155508469,7.051185443,5.283856071,5.490172233,4.100034308,6.153104663,4.485093038,3.45994351,3.96662596,5.760612477,4.514186309,3.693043892,5.141671723,3.345587697,4.157057936,4.994214742,4.511450133,6.948719371,4.251652154,3.936997059,4.409621319,4.341796775,4.07972719,4.031200526,4.385632095,4.484524615,4.5627341
"412","206439_at",3.528017632,3.152257875,3.299664959,2.351813784,5.569324401,2.12595018,9.122304409,7.720776408,2.268161811,2.539660398,7.558071337,5.643732795,2.738713608,4.085090027,2.669843096,2.917117648,2.793823998,2.996440314,2.649420058,3.16573221,3.06893284,2.869904722,3.034815901,5.577760496,2.980716391,10.7572431,3.009245294,2.948709193,2.531820316,3.693312614,2.36978812,3.433236924,3.356375801,3.341809824,3.02722975
"413","206442_at",2.476438636,3.495970829,3.339946744,3.031543412,2.99071676,3.017701504,2.911474832,3.495089877,3.252125855,3.268769796,3.386540414,3.143905656,7.680471012,3.222636942,5.4266708,5.013435946,2.634560396,4.754283599,2.724690399,2.911581957,2.421845191,2.744059711,3.944684015,5.61376217,2.778034904,2.335793598,3.774194119,5.472533078,5.169583467,3.890507334,3.369132515,3.068215437,3.995178337,5.247100698,3.516093501
"414","206471_s_at",4.156421319,3.494092953,3.950225633,5.733981399,5.959854079,3.824703712,6.137803461,4.201893923,3.541895063,4.626428919,4.559991353,4.050717984,3.59472321,3.783156195,3.451562784,4.13639094,4.104732085,3.509077131,3.681248086,3.642786114,3.733330269,3.924094246,3.870119773,5.049960763,3.417172802,6.016303338,3.669920878,4.004560983,4.114490707,3.359423212,3.386612873,3.101451016,4.244480245,4.076274769,4.007355602
"415","206488_s_at",5.117794816,4.6637913,4.257975714,7.15422945,5.428027727,5.062516051,6.850812526,7.169177907,4.351402734,7.509799206,6.041338984,5.028370572,3.693416822,6.810646326,4.18910354,4.726018389,4.007088937,5.203638484,5.328077308,4.366177224,5.846311805,6.621071324,3.92565256,6.430940558,4.699986135,7.426344323,5.381516915,4.764137831,4.941881198,4.375277015,5.249941614,3.928335338,6.077368628,4.540186092,5.246975031
"416","206513_at",5.739766526,4.65687057,4.301703662,6.548382113,7.627090081,4.386563539,4.973256938,5.688678069,4.488809205,6.205978679,4.441918953,7.117046835,4.748386451,5.877960048,5.181232702,4.318878204,4.728454792,7.671248334,4.001342206,5.353419501,3.984498261,6.86371988,4.153467444,4.28697208,7.421097171,5.12882146,4.672109415,4.827710971,5.352019242,4.172417055,5.712239284,4.494045891,4.288687783,5.890853818,6.693321066
"417","206515_at",3.159615404,5.052045088,4.870375945,5.123989941,4.998058067,5.397554898,6.375344737,3.348155829,4.816567963,6.64688376,3.798184789,4.954485261,4.961045236,6.417126576,3.658380546,4.225335618,5.298945923,3.077927014,4.650454007,6.314840491,3.26106888,5.204933666,5.37720443,5.549502065,7.273407867,4.755120799,5.431119423,3.998065308,4.148554202,5.268376197,4.996358084,5.848643799,5.365292919,6.402783305,6.204020463
"418","206552_s_at",3.344023316,3.114160368,3.182826998,5.702400448,2.535806631,3.960648835,2.891431348,3.59680324,3.244991136,7.814933818,3.059970699,2.874684299,2.749212535,2.614328155,2.481832668,2.552885426,7.503725191,3.1362723,2.738371222,6.375759622,2.394618553,3.158644012,2.427459431,6.604264364,2.573492085,3.630689833,4.822593398,2.900966755,2.472078472,4.07975191,2.858427687,4.191366819,3.855563496,3.107973485,3.53961295
"419","206561_s_at",4.408412171,8.379337035,6.989004715,6.360321247,3.897661948,8.380492878,4.365868121,6.389484763,8.472192106,3.90998106,5.919595331,7.246034693,6.9998344,6.701305105,6.882089267,7.082548255,7.533443883,5.247666663,9.501117648,7.278927602,5.248708298,7.514763618,7.773481555,7.663416651,9.218586302,3.280683113,7.448846112,10.18367247,7.106485947,7.056140307,7.212398537,7.589933018,7.369541159,7.4254998,5.039838813
"420","206569_at",3.752553018,5.16276227,4.107932289,8.135695155,4.045550923,3.871447602,4.077119545,3.928079489,4.21705999,6.68071621,6.476237914,6.010596794,4.233710952,7.318227099,6.714679113,4.056294592,4.27199161,5.981139501,3.950939417,4.207405712,4.514914356,4.18729359,4.052589618,4.340798801,4.522626625,3.542715469,3.985550326,3.93097708,3.740652721,4.036118105,4.160924815,4.709034829,4.141978705,4.482966067,4.071119126
"421","206577_at",3.354180057,3.643904738,3.122311981,6.522152001,3.622001057,6.90645104,3.876158256,3.143871423,3.644328176,8.009047726,3.450379048,3.123711873,3.667694569,3.786573557,3.163746786,2.96567918,3.549107809,3.719471446,3.937001448,8.247331737,3.085558072,3.225830295,3.021324332,6.334020705,3.369960026,2.856418041,2.92798383,4.513546755,2.731674474,5.404698067,3.178145691,4.427867513,3.636297983,4.130972837,4.796421877
"422","206584_at",7.335438101,5.625236605,5.470552844,8.804173505,8.05106026,6.872887063,8.03490871,7.718460309,5.840767437,8.178022891,7.968438034,7.848760532,5.045115652,8.068558574,5.790868479,5.009954634,5.302688261,6.206003295,5.659806444,6.972948559,7.067834178,6.828824536,6.963217151,7.892546904,4.21922896,9.60088956,5.404371444,5.843094952,7.365021425,5.787332777,6.358674568,4.25086919,6.318506694,6.632894602,7.562362624
"423","206619_at",7.289725977,5.428075961,4.825694433,3.976049895,4.245023118,8.161743491,4.132640735,5.069513395,4.604855074,4.183715363,3.817659857,4.511940605,5.02667329,3.638117894,4.918692031,4.134265609,4.640805194,7.790701664,3.996062977,4.024626904,4.147017533,4.509569803,5.303656416,3.611098972,3.97133006,3.993701075,4.808004809,7.924167437,7.104983486,5.597509107,4.976404982,4.311469188,3.919721171,4.447724485,4.069384131
