"","Genes","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"816","219872_at",4.742639559,4.07486736,5.453585873,6.821044695,6.331930288,4.564893744,7.348002288,5.726009322,4.759075932,6.793081358,7.221534295,5.44209747,3.652723112,4.421191289,3.960694714,3.637097611,5.202590377,5.420640869,6.541180993,4.827092316,5.46834871,7.059242611,5.056195803,6.809434304,3.440630436,7.032659036,4.97802197,5.637170365,5.544711316,4.412225351,4.166598403,4.165757286,5.521005598,6.208447209,5.068040311
"817","219890_at",3.717572821,4.023770396,3.467608728,6.510044797,5.191843394,3.164572731,6.727281022,4.350962761,3.017306819,4.939313972,6.078847127,5.448934852,3.784906837,6.285519429,3.493421452,3.878639765,3.71202839,3.7017406,3.45301575,3.993886608,4.436954124,3.897318193,3.163055573,5.50822677,3.706888463,8.764449252,3.093442249,3.368310875,3.090380459,3.516138368,2.992292294,3.819123674,3.597547862,4.293181624,4.143428634
"818","219892_at",4.049445743,3.410841218,3.739100255,6.023187777,5.97958207,3.563330822,6.032115348,4.624378098,3.93005382,5.638989906,5.807705174,4.672123576,3.628978513,4.046185875,4.002233222,3.582760277,3.469831173,3.749210823,3.175983835,4.968396787,3.892206288,3.780229224,3.646820355,5.628300818,2.687031341,6.897991486,4.209102627,3.9075393,3.775641749,3.606990061,3.139468614,3.429652958,4.309453291,3.836441106,4.550734378
"819","219908_at",3.263409538,3.229004911,3.178624095,3.425875912,4.510502519,3.588496026,4.644444428,2.78866666,2.832008672,3.533285897,5.934317932,2.941019396,2.866522508,4.786879563,4.206094666,2.848839832,2.889902635,2.911807271,2.797422702,4.994321707,3.230123155,2.804931144,2.792042841,5.118259755,2.669931073,3.283951379,2.741918555,2.915530937,2.730904699,4.897884632,2.51297835,3.170442228,3.295713346,3.399012809,3.178935034
"820","219909_at",3.232656393,5.307446424,3.589783604,3.050207952,4.537213622,3.629536534,3.959035935,3.486194491,5.019633542,3.994372863,3.377739445,3.508577826,3.781192201,4.563852375,3.948402504,3.064793808,4.389841794,3.208027573,4.307984158,3.485992146,3.155949831,4.009104701,4.126225642,3.576640413,4.248284312,5.392695903,3.113694613,5.777035446,4.702331515,4.519480315,3.235718395,5.554101224,3.704734663,3.930691658,3.465952981
"821","219926_at",5.928849415,3.804046144,3.893331882,4.85382664,3.182268472,3.055844878,4.220987346,3.268338612,3.216659057,3.265380421,6.561459919,3.430055402,3.217427741,3.710154755,8.022974986,2.761165636,2.721974818,5.159984833,2.561118548,3.094249886,7.471982087,2.609989076,5.306326682,3.052679933,3.001144982,5.084918492,3.662916329,5.239722206,2.804775191,2.896120996,2.944154066,2.805952202,2.936225704,2.925614271,3.011678198
"822","219935_at",6.363608384,5.430292892,5.552546288,7.459503104,7.050112414,5.573761741,6.754308893,6.558961907,5.114707035,7.025700193,8.601403093,7.682318971,4.240683155,8.520507094,7.312833329,5.08598686,4.910373464,6.261611759,5.563763268,8.442176857,6.354024011,5.688439637,4.732411259,7.544971359,5.495009889,8.854884158,4.917207956,4.857679927,5.360131415,6.178910352,4.507154458,4.48847125,6.176714496,6.035333831,6.297904647
"823","219937_at",2.856729817,3.340019615,3.158841042,3.171058637,3.086086156,3.226974196,3.139455339,3.328722764,3.195629158,3.161874903,3.642915916,3.414684171,3.086449815,2.88382156,3.609905069,3.855993191,3.798505064,2.642655341,5.493371624,2.696151568,2.740808839,3.759191598,4.012366124,3.008901735,2.632619934,2.335521089,4.533047966,5.934730503,3.904099003,4.566279938,4.660259166,2.759130599,5.004320889,3.920497541,3.188572041
"824","219947_at",5.964120282,4.428877989,4.243133992,8.481542817,6.969153059,4.520724068,6.331908977,5.74504662,4.672647917,6.013943952,6.530099394,7.111112759,4.650456759,6.207725423,4.510454984,4.946652565,4.189486292,5.433927618,4.220615293,4.673234516,5.808021529,6.449873719,5.27387228,5.54621639,5.093995846,7.967555541,4.648560037,4.805301967,5.693556962,4.407332102,4.795380631,4.024744425,4.460197902,5.709139035,6.202667043
"825","219948_x_at",2.596352161,2.641221965,4.583074162,3.466081811,3.256670919,5.780401174,2.47522008,3.090682813,3.284913397,2.622034519,2.693954996,3.657046149,3.713229942,2.776199798,3.103970056,2.649879753,3.864320059,2.416236959,5.905632546,2.884297324,2.326618755,5.181832104,2.460119534,2.396824967,4.500143084,2.347691278,5.689794295,3.356597872,2.36234103,4.861513484,5.549470598,3.346579696,3.38957743,3.299059393,2.7201729
"826","219955_at",9.69644785,4.214551584,9.74825367,7.408600755,4.894529755,8.898886858,5.615583305,4.623963385,5.616907465,5.093718046,4.790173891,4.748917038,4.601759542,3.978755449,7.990717912,9.570168479,7.933721391,9.383037834,9.211169565,3.596669912,11.01768376,9.202590125,10.45559017,4.579282672,5.147068737,5.86486917,8.87169736,8.92494568,5.28276099,10.623012,9.482147013,7.190827744,9.598684692,4.999170209,7.470802794
"827","219962_at",3.668305322,5.284282096,4.795750335,3.443866908,6.76264883,4.250389153,4.818492682,6.440041057,5.674948483,7.901637749,3.755219509,6.631986462,6.197583058,5.07644624,5.521599998,5.327302951,6.974206432,5.831822948,4.97335275,7.478016929,2.163274171,7.526682121,3.34882097,7.070179167,8.484869377,1.674163486,7.084808041,5.962611711,6.326640267,5.260168279,8.071558556,5.87457819,5.254663122,7.114981658,5.477832264
"828","219970_at",6.432109344,4.754965033,7.083958041,6.5068835,6.463062361,6.325018489,6.09358915,4.978784886,5.859829016,6.545357668,5.88914631,7.718872711,7.920014863,4.765827765,6.28637918,7.345052904,7.26366235,7.40507732,8.117900476,5.517545634,3.760825489,7.659508181,6.587164372,6.675039914,7.089873008,2.170762038,7.355574382,6.871688482,7.091730146,6.754374542,7.735186801,5.981218134,6.278971324,7.677723061,6.813701769
"829","219985_at",4.773880427,4.294335884,4.214691223,6.232239258,6.578759058,4.071311964,6.373793221,4.69051177,4.07735734,5.337344865,6.870564993,5.587962339,4.199973477,7.266014421,5.112711916,4.132814576,4.213754191,4.516852499,4.278400291,5.60943632,4.839897867,3.882253595,4.254856098,5.842999368,3.756248153,7.23423309,4.096693494,4.083455009,3.82062408,4.777635469,3.896951604,4.460135178,3.888675007,4.765898221,5.141033309
"830","219987_at",5.690970836,4.959283144,4.807121382,4.114279937,4.431147554,8.249329832,4.165942707,4.474830409,5.327905529,4.162749632,5.324918747,4.134414234,4.543277509,6.733972211,4.763207582,4.09679954,4.193448677,7.255474927,5.229123038,3.94142484,5.153168166,4.233921387,5.785823646,4.113769747,4.359965502,4.726877995,4.477374125,5.865144816,5.867957389,4.949596428,4.824649528,4.41159152,4.44351865,4.467646274,4.530185298
"831","220004_at",4.950012769,3.631886171,4.089506869,3.552850944,3.628473298,4.687367704,3.724001711,3.274754686,3.513277225,5.218632127,4.013059458,3.048201133,3.262336642,3.278191815,3.227821087,5.149898774,3.249098216,5.270569927,2.919226974,4.022205122,3.245513517,3.328553358,3.478975226,3.127223508,3.684369584,3.457574491,3.209498356,5.363237327,3.190323614,5.943873186,3.18866557,2.708171639,3.925554316,4.664684114,3.139072047
"832","220005_at",5.059702417,4.115901117,3.877094227,7.386851952,7.026061917,4.739448964,5.272992955,4.282079757,5.067177707,5.392428385,4.321396955,4.965416576,3.28885131,5.274692546,3.557596532,3.856255176,4.403429558,3.343520956,4.741382268,4.370395114,3.947872109,5.052026341,5.200482166,4.807605719,4.098996698,4.374308992,4.168846776,5.016993743,5.630951678,4.333529327,5.10423863,3.537313475,4.944941983,4.093559737,5.764121425
"833","220014_at",4.18153749,3.666254175,3.236782848,6.658867855,5.5360253,4.385415896,4.163833432,4.13209583,3.295442325,6.139730772,6.031500419,5.925780261,3.783490843,7.307945331,4.218853079,3.067894814,2.732290949,4.810377081,3.41446567,5.77955407,4.826774063,4.494358494,3.587846251,5.615170024,3.257953807,5.376308893,3.031347746,3.378517978,3.692072958,3.725052604,3.017925953,3.926861794,3.28322272,3.855262323,4.995774078
"834","220026_at",2.30579929,7.910765958,3.533055299,4.27124884,2.873467566,5.631557455,2.881779546,4.133867203,8.010436062,3.632892725,3.541759522,3.061252221,4.677566505,2.962443457,11.19765964,5.518325227,3.101252076,4.174941437,3.615608485,2.701260991,5.824733641,8.213888004,3.413749307,2.214095566,6.398699019,2.47774426,6.904118131,9.271075714,3.548505437,8.157180896,6.582794755,4.351719607,6.101563023,5.808428419,3.443183061
"835","220051_at",4.347130741,4.544219118,4.372482945,3.81531595,4.202730515,3.672370404,3.976531906,5.074878934,5.31244389,3.985877112,4.149762803,4.263602679,4.028291968,4.29680997,9.196132251,4.020967251,4.193810897,4.312015925,3.914470811,4.091945302,4.01777638,4.084766922,4.419176168,4.245232163,4.712378195,3.64958601,4.063441403,8.209746854,3.868870416,4.045939133,4.801994384,4.732309975,3.793557598,4.055133396,3.906932649
"836","220065_at",3.367508208,4.316958952,3.359686168,3.159178525,4.120327397,3.228630949,4.53724814,4.743879632,3.228157138,3.553577287,3.207443315,3.595192001,3.747178613,3.365944016,3.461700542,3.763684034,5.581338817,3.178598679,3.961911282,4.563929033,2.948565795,3.268900927,3.191896415,4.942921748,5.891642879,2.937005627,3.259235436,4.664463169,4.294961692,3.512271285,3.826821552,3.683685057,4.596218923,3.581052622,4.854586835
"837","220075_s_at",3.118957942,5.942549407,4.18250909,4.938378566,3.923178144,6.323172746,3.866135068,3.805315345,7.01199956,3.450615927,3.806195763,4.347564941,4.882093238,4.412926221,5.752863523,3.646899552,5.764201827,4.547066134,6.266413981,3.802575868,3.825802539,5.751559254,4.122107306,3.513906881,5.660788599,2.716557742,5.291024026,7.316248595,5.248871155,5.727174374,5.049802224,4.043786124,4.995503957,5.851161076,4.084370927
"838","220092_s_at",4.486422979,4.481821328,4.178406704,6.403239026,6.666499423,3.90474279,6.584597255,6.27199585,4.080560199,5.145913817,7.00696463,5.217899165,4.484744216,6.234625714,4.470516264,3.530598887,4.058277527,4.053542862,4.141024217,5.561684203,4.809987096,4.397131787,4.047045356,6.073168239,4.402438139,7.965704919,3.974293749,3.74823538,4.586648646,4.940236295,3.92758586,4.739818021,4.178232328,4.476167645,4.748377133
"839","220110_s_at",3.053686441,5.681822915,3.965182843,3.389569759,3.556420962,3.370113949,3.310541179,4.714347975,3.700798582,3.533161316,4.177575975,3.847884583,5.824874442,3.959704024,5.860121331,3.311430642,5.649819459,4.560462455,6.783119403,2.909891159,4.578422626,2.824178401,3.605953122,3.046914216,2.872688454,2.971103333,2.93199833,5.598584609,5.114675169,6.541464036,4.782832706,3.230565961,6.180084634,6.254708169,3.531280443
"840","220122_at",5.221135525,4.802563293,4.121220871,7.352287132,5.858008729,7.485459087,5.466604017,5.401052711,4.014398278,7.540210972,7.876728224,5.331819954,4.221118435,5.727381685,5.748282356,4.023316446,4.633252662,6.164902284,4.711203134,7.882207167,4.372992535,4.833974943,4.303518341,5.577064838,3.559851373,5.165835275,4.391966225,4.491027448,4.412589297,4.592529438,4.751814064,5.071910859,3.925133469,4.946208399,5.828624139
"841","220133_at",3.678128779,4.304291097,5.532096964,5.590213296,3.429368761,3.214540948,3.571456789,3.914840338,4.362528822,7.055336154,4.776475378,8.18016041,3.712125286,3.411869015,3.181692286,3.583344286,6.333902253,5.312549114,4.129616096,7.791958135,2.892025959,2.95999646,6.731894739,5.710026611,2.778954527,2.764672224,3.226233222,6.151676369,8.004784504,5.17526132,3.762385864,3.54439054,5.268681295,7.630919563,3.78570299
"842","220146_at",3.881454265,3.24851468,3.374555381,3.511393591,6.183830595,3.673597647,4.880881892,4.203416873,3.219991156,3.897304025,5.129944199,3.955852909,3.627505148,3.701085858,3.415851268,2.987539836,3.922255711,3.133667779,3.767430368,3.728336773,3.289869287,3.890884438,3.486725949,4.35240786,3.427766479,6.175596273,3.29218744,4.11174782,4.733917064,3.733721433,3.757130852,3.145222806,4.417938193,3.530364497,4.306538977
"843","220177_s_at",7.672407137,5.041655273,6.686501428,4.575041731,5.404424859,7.809542242,4.183205336,4.560658946,5.63807477,5.707502802,7.259818334,7.662694231,5.37694291,8.902909999,5.193078401,5.188451245,5.490612198,6.753234648,4.86121507,3.773201005,6.661068087,5.35738756,7.050366109,4.044780534,6.1326938,5.750039132,5.844720765,6.213629803,5.532759634,7.196311978,5.954133246,6.055972187,4.262926454,7.010034286,5.462766973
"844","220234_at",6.048363406,5.769332261,6.212868049,4.457977213,3.573322569,5.027769671,4.087159895,4.42745641,5.899853478,4.340061977,4.638923953,4.321655287,4.532989623,3.691261178,5.047705383,5.728054602,5.924630866,6.003252527,4.930933062,3.535921448,6.95848662,5.346202902,7.995226147,3.693886318,4.016968173,4.179347655,5.692810802,5.779908632,6.307604208,6.770636607,4.891089905,4.304083427,6.004564128,6.112665766,4.09910982
"845","220244_at",4.678632708,4.476248924,4.39419547,6.905557114,5.007598985,4.613364432,6.628603764,5.693844639,4.115097069,5.393334923,6.945229105,5.79532993,4.758161962,8.158878527,4.981331958,4.100044814,4.05972177,4.509441441,4.408130286,6.606727671,4.897558355,3.96549411,4.978329988,5.327635429,4.670647159,7.586456172,3.905405411,3.731738443,4.15047313,4.488624368,4.391588223,4.220085849,4.374220099,5.068959851,5.001481679
"846","220253_s_at",3.176139471,3.106150646,4.709066806,5.04146307,5.068682134,3.483817098,5.297392092,3.63377122,3.092310615,4.270377321,5.504166689,4.128984992,3.205906083,3.778596438,3.621772572,4.096051243,3.338749609,3.395515542,4.375122285,4.503480399,3.981993089,3.705837724,3.129037789,4.855522355,2.975836089,5.774847506,4.447625309,3.033384755,3.40098599,3.645308382,3.816330857,3.18337211,4.404091555,4.149273905,3.703775018
"847","220272_at",4.595558595,4.99915485,5.255623298,5.753051854,6.831737169,5.14969052,7.086810122,6.150220453,4.358308553,7.129464695,6.771853597,6.274273633,4.18162765,8.09912893,5.3003301,4.880610859,4.801132957,4.772051846,5.174011035,8.12108056,4.997324223,4.962408821,4.444924106,6.842199653,4.747384429,7.779306785,4.52371775,4.6434386,4.345361579,5.210276717,4.120916598,5.897066124,4.743994766,5.223895244,6.186158369
"848","220301_at",3.728080353,3.350727521,2.868684754,5.155332174,3.005313854,3.852542816,4.008683979,3.391588686,2.848081747,4.142018947,5.406665118,4.512033179,3.281370878,6.272756156,4.149083361,2.711323863,3.002202963,3.150258231,3.090594087,4.075266053,4.631346784,3.382436814,2.909682713,3.996285654,3.260972765,5.17149194,2.859358836,3.345090668,2.837003466,2.940862767,2.553547414,3.207900943,3.151548864,3.279979734,3.87694421
"849","220310_at",4.393855861,7.682273684,4.375550015,5.384494281,4.274483919,4.434047136,5.508818813,5.33691449,6.696408276,5.00803474,4.519832561,5.078187358,8.153746507,5.503413996,5.678826356,5.773379656,5.984069892,4.168075363,6.922798192,4.238267237,3.888633416,6.471406082,4.088106089,6.151000251,6.609608281,3.242297058,6.626360534,7.87336435,5.30447836,6.201196847,4.884219743,5.262831927,6.483725408,5.152554072,5.678012285
"850","220376_at",4.705093477,5.02810845,7.337556905,5.968499557,6.072027146,7.948490372,5.928981736,5.235561971,7.147916677,5.929188674,4.145879244,4.910224517,6.868812788,2.941591132,6.172700685,7.091239082,7.140456936,6.306779293,7.982615203,3.65913607,4.619295582,7.681297011,6.770398508,4.84819457,7.540834359,2.447655932,6.980416514,8.544352749,6.676095737,7.560619518,7.728331112,5.722227753,7.243377712,7.057369634,6.302613849
"851","220421_at",5.2892375,6.202399407,5.556857191,5.499122094,4.621993359,5.576424038,4.819497382,4.764713937,7.102956961,4.418336661,4.21578961,5.155323184,7.972207092,4.090675711,5.855144677,6.751897082,5.431648771,3.768375964,5.393231409,4.708646898,5.326800961,5.908847773,8.017906645,3.75387586,5.656818312,4.479049491,4.866522171,7.62642454,5.144805019,6.264759197,5.361834946,5.679159248,6.612166534,3.705851036,4.73749093
"852","220446_s_at",4.541646429,5.753340264,4.716874177,4.410931718,4.271841806,4.334686169,3.803979738,3.756463775,4.43283841,5.997571342,4.276065138,5.677999741,4.057897616,5.819861104,4.101690674,3.692290212,4.343287259,4.05266406,3.648100309,3.759253196,6.293210109,4.551636855,8.030947937,5.968033299,7.263154479,3.925528878,5.783633601,3.501310615,6.102015737,3.918669916,4.740768693,5.115515634,4.118991154,5.229348278,4.033604998
"853","220622_at",7.001212824,3.64422373,7.109490876,3.744170107,4.7832642,5.806211512,4.546639222,4.033558817,6.138085867,4.706541086,4.666848931,5.034365045,5.944683873,3.949928699,3.845235051,6.310308166,6.426885034,5.213228018,7.346413344,4.101170212,5.780105952,5.837360249,7.41428853,4.88355278,5.588334055,2.166955815,6.250341618,6.291331132,7.068342918,6.545596259,7.03465994,5.087713584,6.880366519,5.070963299,5.521084011
"854","220639_at",3.675119374,4.947436551,4.39029463,2.960534239,5.55181044,7.669729355,3.992783675,4.005758524,4.296896064,4.644466686,3.517320726,5.865655488,6.446168579,5.703844029,5.458669374,5.988032356,6.934063118,3.906055454,2.979902772,5.727461645,7.70444137,4.895833406,3.939145529,3.313410155,3.355021717,3.440126089,3.981468113,7.494079724,4.879006476,4.512707766,6.510779328,4.584303602,3.692066065,7.35565542,3.899693068
"855","220645_at",6.528846651,5.761811861,7.207780117,6.11450999,4.405223752,8.557213711,6.919915948,5.776685194,9.201167533,4.888633799,4.57610078,4.954771485,6.492453269,3.888283395,6.265056862,5.024619448,8.792495764,4.529502567,9.130177933,4.242308869,5.426253999,7.004137209,6.375410612,6.227404861,7.656101256,4.583956499,7.126263379,8.488123513,7.551104772,7.685228448,8.950979128,5.732626071,8.579180208,5.777390416,5.077111986
"856","220655_at",3.978757087,3.455958656,3.204577157,5.94396681,3.467789061,3.118134281,3.191097862,2.764115208,4.016012062,3.145498793,3.810917094,3.231230279,3.370942032,4.353356872,3.497049685,4.250931788,3.014511838,3.314702913,3.169504692,2.90707363,2.989928065,6.135665514,3.82445297,2.801371358,3.227944371,3.047046221,3.474772137,4.333070343,4.242290084,3.143586339,4.468982414,3.184309747,2.978102825,3.81968731,3.517073334
"857","220723_s_at",4.322364532,5.179195881,4.912893203,4.176174045,4.27084394,5.632047912,4.141229398,4.288732014,5.635193338,4.439116121,4.54919285,4.277294673,4.217373531,4.612764457,4.519165675,4.984009041,6.204006364,4.498714888,6.541055884,3.945459579,4.105404942,5.234122357,3.714740327,4.488820112,6.94242893,3.953996921,6.497224104,4.997025976,6.003579336,6.991815634,5.080995752,5.221402752,6.797185518,4.230384066,5.373803471
